DateTime,ElapsedSeconds,ESP32_UID,MouseID,Sex,Strain,LibraryVer,Program,FR,Event,PelletCount,LeftCount,RightCount,CenterCount,BlockPelletCount,BlockPokeCount,RetrievalTime,PokeDuration,DispenseError,MotorTurns,Motion,Temperature,Humidity,Pressure,GasResistance,Lux,White,FreeHeap,HeapSize,MinFreeHeap,WakeCount,BatteryVoltage,BatteryPercent
2026-07-20 16:24:34,36.898998,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Startup,0,0,0,0,0,0,,,,,0.0,24.1,45.1,990.2,8.2,11.254,5364.000,246208,339964,244140,0,4.09,88.96
2026-07-20 16:24:40,42.673000,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Left,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:24:41,43.780998,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Approach,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:24:44,46.542999,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,PelletDrop,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:25:04,67.042000,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,PelletTaken,1,1,0,0,0,0,TimedOut,355.000,0,1,,,,,,,,,,,,,,,,
2026-07-20 16:34:00,603.617004,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Status,1,1,0,0,0,0,,,,,Disabled,24.2,44.3,990.2,9.1,4.457,2343.000,247172,339964,244140,123,4.10,88.80
2026-07-20 16:41:31,1055.229004,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Left,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:41:34,1057.921021,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,No_approach,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:42:53,1136.473999,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Left,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:42:55,1139.176025,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,No_approach,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:43:55,1199.463013,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Right,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:43:57,1201.038940,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Right,1,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:43:58,1202.135010,B0DB8AF16E20,0001,male,C57BL/6,1.1.1,FR1_Approach,0,Right,1,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,
