DateTime,ElapsedSeconds,ESP32_UID,MouseID,Sex,Strain,LibraryVer,Program,FR,Event,PelletCount,LeftCount,RightCount,CenterCount,BlockPelletCount,BlockPokeCount,RetrievalTime,PokeDuration,DispenseError,MotorTurns,Motion,Temperature,Humidity,Pressure,GasResistance,Lux,White,FreeHeap,HeapSize,MinFreeHeap,WakeCount,BatteryVoltage,BatteryPercent
2026-07-20 16:25:07,37.695999,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Startup,0,0,0,0,0,0,,,,,0.0,24.4,44.7,1008.5,7.0,52.006,22076.000,246300,339964,244140,0,4.02,79.93
2026-07-20 16:25:22,52.828999,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Left,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:25:23,54.001999,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Approach,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:25:31,61.262001,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,PelletDrop,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:25:51,81.822998,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,PelletTaken,1,1,0,0,0,0,TimedOut,427.000,0,3,,,,,,,,,,,,,,,,
2026-07-20 16:34:33,603.729004,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Status,1,1,0,0,0,0,,,,,Disabled,24.5,42.6,1008.3,8.1,19.105,9620.000,247264,339964,244140,122,4.02,79.77
2026-07-20 16:43:31,1142.656982,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Left,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:43:34,1145.411011,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,No_approach,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:44:30,1201.777954,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Left,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:44:33,1204.546997,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,No_approach,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-07-20 16:44:41,1212.255005,B8DB8AF16E20,0003,male,C57BL/6,1.1.1,FR1_Approach,0,Status,1,3,0,0,0,0,,,,,Disabled,24.4,42.3,1008.2,9.0,0.025,24.000,249104,339964,187548,253,4.02,79.61
